timestamp,portfolio_value
2024-08-07 16:00:00+00:00,10000.0
2024-08-07 20:00:00+00:00,10000.0
2024-08-08 12:00:00+00:00,10000.0
2024-08-08 16:00:00+00:00,10000.0
2024-08-09 12:00:00+00:00,9881.5
2024-08-09 16:00:00+00:00,10051.0
2024-08-12 12:00:00+00:00,9892.5
2024-08-12 16:00:00+00:00,9892.5
2024-08-13 12:00:00+00:00,9892.5
2024-08-13 16:00:00+00:00,9892.5
2024-08-13 20:00:00+00:00,9892.5
2024-08-14 12:00:00+00:00,9892.5
2024-08-14 16:00:00+00:00,9892.5
2024-08-15 12:00:00+00:00,10505.49
2024-08-15 16:00:00+00:00,10505.49
2024-08-16 12:00:00+00:00,10505.49
2024-08-16 16:00:00+00:00,10529.01
2024-08-19 12:00:00+00:00,10710.45
2024-08-19 16:00:00+00:00,10842.93
2024-08-20 12:00:00+00:00,10842.93
2024-08-20 16:00:00+00:00,10743.09
2024-08-21 12:00:00+00:00,10743.09
2024-08-21 16:00:00+00:00,10841.970000000001
2024-08-22 12:00:00+00:00,10841.970000000001
2024-08-22 16:00:00+00:00,10841.970000000001
2024-08-23 12:00:00+00:00,11203.305000000002
2024-08-23 16:00:00+00:00,11326.470000000001
2024-08-23 20:00:00+00:00,11326.470000000001
2024-08-26 12:00:00+00:00,10915.410000000002
2024-08-26 16:00:00+00:00,10960.290000000003
2024-08-27 12:00:00+00:00,10960.290000000003
2024-08-27 16:00:00+00:00,10960.290000000003
2024-08-28 12:00:00+00:00,10791.550000000005
2024-08-28 16:00:00+00:00,10781.930000000004
2024-08-29 12:00:00+00:00,11055.450000000003
2024-08-29 16:00:00+00:00,11055.450000000003
2024-08-30 12:00:00+00:00,11263.740000000003
2024-08-30 16:00:00+00:00,11263.740000000003
2024-09-03 12:00:00+00:00,11263.740000000003
2024-09-03 16:00:00+00:00,11052.620000000003
2024-09-04 12:00:00+00:00,11479.020000000004
2024-09-04 16:00:00+00:00,11508.660000000003
2024-09-05 12:00:00+00:00,11508.660000000003
2024-09-05 16:00:00+00:00,11508.660000000003
2024-09-06 12:00:00+00:00,11508.660000000003
2024-09-06 16:00:00+00:00,11508.660000000003
2024-09-09 12:00:00+00:00,11508.660000000003
2024-09-09 16:00:00+00:00,11508.660000000003
2024-09-10 12:00:00+00:00,11508.660000000003
2024-09-10 16:00:00+00:00,11508.660000000003
2024-09-11 12:00:00+00:00,11508.660000000003
2024-09-11 16:00:00+00:00,11508.660000000003
2024-09-11 20:00:00+00:00,11508.660000000003
2024-09-12 12:00:00+00:00,11487.910000000003
2024-09-12 16:00:00+00:00,11487.910000000003
2024-09-13 12:00:00+00:00,11487.910000000003
2024-09-13 16:00:00+00:00,11487.910000000003
2024-09-13 20:00:00+00:00,11487.910000000003
2024-09-16 12:00:00+00:00,11427.150000000003
2024-09-16 16:00:00+00:00,11325.720000000003
2024-09-17 12:00:00+00:00,11575.620000000003
2024-09-17 16:00:00+00:00,11575.620000000003
2024-09-18 12:00:00+00:00,11575.620000000003
2024-09-18 16:00:00+00:00,11575.620000000003
2024-09-19 12:00:00+00:00,11575.620000000003
2024-09-19 16:00:00+00:00,11575.620000000003
2024-09-20 12:00:00+00:00,11575.620000000003
2024-09-20 16:00:00+00:00,11575.620000000003
2024-09-23 12:00:00+00:00,11575.620000000003
2024-09-23 16:00:00+00:00,11592.180000000004
2024-09-24 12:00:00+00:00,11681.880000000003
2024-09-24 16:00:00+00:00,11681.880000000003
2024-09-24 20:00:00+00:00,11681.880000000003
2024-09-25 12:00:00+00:00,11751.180000000004
2024-09-25 16:00:00+00:00,11785.380000000003
2024-09-26 12:00:00+00:00,11785.380000000003
2024-09-26 16:00:00+00:00,11721.670000000004
2024-09-26 20:00:00+00:00,11734.320000000003
2024-09-27 12:00:00+00:00,11925.680000000004
2024-09-27 16:00:00+00:00,12012.160000000003
2024-09-27 20:00:00+00:00,12009.860000000002
2024-09-30 12:00:00+00:00,11978.580000000002
2024-09-30 16:00:00+00:00,12069.200000000004
2024-10-01 12:00:00+00:00,11646.920000000004
2024-10-01 16:00:00+00:00,11900.380000000003
2024-10-02 12:00:00+00:00,11900.380000000003
2024-10-02 16:00:00+00:00,11872.650000000003
2024-10-03 12:00:00+00:00,11872.650000000003
2024-10-03 16:00:00+00:00,11872.650000000003
2024-10-04 12:00:00+00:00,11872.650000000003
2024-10-04 16:00:00+00:00,11872.650000000003
2024-10-07 12:00:00+00:00,11872.650000000003
2024-10-07 16:00:00+00:00,11872.650000000003
2024-10-07 20:00:00+00:00,11872.650000000003
2024-10-08 12:00:00+00:00,12094.130000000005
2024-10-08 16:00:00+00:00,12094.130000000005
2024-10-09 12:00:00+00:00,12094.130000000005
2024-10-09 16:00:00+00:00,12094.130000000005
2024-10-10 12:00:00+00:00,12094.130000000005
2024-10-10 16:00:00+00:00,12094.130000000005
2024-10-11 12:00:00+00:00,11168.380000000005
2024-10-11 16:00:00+00:00,11047.130000000005
2024-10-14 12:00:00+00:00,11128.630000000005
2024-10-14 16:00:00+00:00,11128.630000000005
2024-10-14 20:00:00+00:00,11128.630000000005
2024-10-15 12:00:00+00:00,11142.630000000005
2024-10-15 16:00:00+00:00,11151.380000000005
2024-10-16 12:00:00+00:00,11174.630000000005
2024-10-16 16:00:00+00:00,11238.630000000005
2024-10-17 12:00:00+00:00,11162.130000000005
2024-10-17 16:00:00+00:00,11216.630000000005
2024-10-18 12:00:00+00:00,11209.130000000005
2024-10-18 16:00:00+00:00,11209.130000000005
2024-10-21 12:00:00+00:00,11122.130000000005
2024-10-21 16:00:00+00:00,11119.630000000005
2024-10-22 12:00:00+00:00,10969.630000000005
2024-10-22 16:00:00+00:00,11072.630000000005
2024-10-23 12:00:00+00:00,10961.630000000005
2024-10-23 16:00:00+00:00,10861.630000000005
2024-10-23 20:00:00+00:00,11849.630000000005
2024-10-24 12:00:00+00:00,11849.630000000005
2024-10-24 16:00:00+00:00,12148.630000000006
2024-10-24 20:00:00+00:00,12063.070000000005
2024-10-25 12:00:00+00:00,12403.700000000004
2024-10-25 16:00:00+00:00,12403.700000000004
2024-10-25 20:00:00+00:00,12403.700000000004
2024-10-28 12:00:00+00:00,12403.700000000004
2024-10-28 16:00:00+00:00,12403.700000000004
2024-10-28 20:00:00+00:00,12403.700000000004
2024-10-29 12:00:00+00:00,12403.700000000004
2024-10-29 16:00:00+00:00,12403.700000000004
2024-10-29 20:00:00+00:00,12361.400000000005
2024-10-30 12:00:00+00:00,12361.400000000005
2024-10-30 16:00:00+00:00,12361.400000000005
2024-10-31 12:00:00+00:00,12361.400000000005
2024-10-31 16:00:00+00:00,12227.000000000004
2024-11-01 12:00:00+00:00,12248.120000000004
2024-11-01 16:00:00+00:00,12180.440000000004
2024-11-04 12:00:00+00:00,12180.440000000004
2024-11-04 16:00:00+00:00,11998.160000000003
2024-11-04 20:00:00+00:00,11930.050000000003
2024-11-05 12:00:00+00:00,12324.990000000003
2024-11-05 16:00:00+00:00,12324.990000000003
2024-11-05 20:00:00+00:00,12300.030000000004
2024-11-06 12:00:00+00:00,12300.030000000004
2024-11-06 16:00:00+00:00,12300.030000000004
2024-11-06 20:00:00+00:00,12261.390000000007
2024-11-07 12:00:00+00:00,12261.390000000007
2024-11-07 16:00:00+00:00,12261.390000000007
2024-11-07 20:00:00+00:00,12224.900000000007
2024-11-08 12:00:00+00:00,12898.530000000008
2024-11-08 16:00:00+00:00,13286.800000000008
2024-11-08 20:00:00+00:00,13269.990000000007
2024-11-11 12:00:00+00:00,14365.100000000006
2024-11-11 16:00:00+00:00,14153.540000000008
2024-11-11 20:00:00+00:00,14515.980000000007
2024-11-12 12:00:00+00:00,14032.180000000008
2024-11-12 16:00:00+00:00,14032.180000000008
2024-11-12 20:00:00+00:00,14032.180000000008
2024-11-13 12:00:00+00:00,14032.180000000008
2024-11-13 16:00:00+00:00,14032.180000000008
2024-11-13 20:00:00+00:00,14032.180000000008
2024-11-14 12:00:00+00:00,13495.42000000001
2024-11-14 16:00:00+00:00,13323.220000000008
2024-11-14 20:00:00+00:00,13117.840000000007
2024-11-15 12:00:00+00:00,13422.130000000008
2024-11-15 16:00:00+00:00,13578.580000000007
2024-11-15 20:00:00+00:00,13578.580000000007
2024-11-18 12:00:00+00:00,14600.020000000008
2024-11-18 16:00:00+00:00,14068.300000000008
2024-11-18 20:00:00+00:00,14324.500000000007
2024-11-19 12:00:00+00:00,14458.900000000009
2024-11-19 16:00:00+00:00,14538.700000000008
2024-11-19 20:00:00+00:00,14625.640000000007
2024-11-20 12:00:00+00:00,14345.500000000007
2024-11-20 16:00:00+00:00,14344.240000000009
2024-11-20 20:00:00+00:00,14465.620000000008
2024-11-21 12:00:00+00:00,14465.620000000008
2024-11-21 16:00:00+00:00,14444.620000000008
2024-11-21 20:00:00+00:00,14415.640000000009
2024-11-22 12:00:00+00:00,15070.000000000007
2024-11-22 16:00:00+00:00,15004.060000000009
2024-11-22 20:00:00+00:00,14960.800000000008
2024-11-25 12:00:00+00:00,14915.230000000007
2024-11-25 16:00:00+00:00,14731.480000000007
2024-11-25 20:00:00+00:00,14368.600000000008
2024-11-26 12:00:00+00:00,14547.520000000008
2024-11-26 16:00:00+00:00,14394.640000000009
2024-11-26 20:00:00+00:00,14352.640000000009
2024-11-27 12:00:00+00:00,14021.890000000009
2024-11-27 16:00:00+00:00,14021.890000000009
2024-11-27 20:00:00+00:00,14041.21000000001
2024-11-29 12:00:00+00:00,14308.330000000009
2024-11-29 16:00:00+00:00,14567.890000000009
2024-12-02 12:00:00+00:00,14934.970000000008
2024-12-02 16:00:00+00:00,15079.870000000008
2024-12-02 20:00:00+00:00,15079.870000000008
2024-12-03 12:00:00+00:00,15022.750000000007
2024-12-03 16:00:00+00:00,15032.830000000007
2024-12-03 20:00:00+00:00,15100.030000000006
2024-12-04 12:00:00+00:00,15100.030000000006
2024-12-04 16:00:00+00:00,15100.030000000006
2024-12-04 20:00:00+00:00,15267.190000000006
2024-12-05 12:00:00+00:00,15267.190000000006
2024-12-05 16:00:00+00:00,15267.190000000006
2024-12-05 20:00:00+00:00,15132.300000000005
2024-12-06 12:00:00+00:00,15342.630000000005
2024-12-06 16:00:00+00:00,15547.220000000005
2024-12-06 20:00:00+00:00,15996.580000000005
2024-12-09 12:00:00+00:00,15745.250000000005
2024-12-09 16:00:00+00:00,15788.710000000005
2024-12-09 20:00:00+00:00,16000.270000000006
2024-12-10 12:00:00+00:00,16470.130000000005
2024-12-10 16:00:00+00:00,16564.020000000004
2024-12-10 20:00:00+00:00,16451.680000000004
2024-12-11 12:00:00+00:00,16892.840000000004
2024-12-11 16:00:00+00:00,17229.450000000008
2024-12-11 20:00:00+00:00,17419.280000000006
2024-12-12 12:00:00+00:00,17419.280000000006
2024-12-12 16:00:00+00:00,17419.280000000006
2024-12-12 20:00:00+00:00,17370.285000000007
2024-12-13 12:00:00+00:00,17617.515000000007
2024-12-13 16:00:00+00:00,17956.175000000007
2024-12-13 20:00:00+00:00,17956.175000000007
2024-12-16 12:00:00+00:00,17956.175000000007
2024-12-16 16:00:00+00:00,18265.250000000007
2024-12-16 20:00:00+00:00,18428.465000000007
2024-12-17 12:00:00+00:00,19019.705000000005
2024-12-17 16:00:00+00:00,19019.705000000005
